analysis_id,analysis_name,database_id,total_fails,min_sample_size,max_sample_size,prop_with_calendar_time,prop_in_age_range,prop_with_age_at_first_obs,prop_with_ethnicity_criteria,prop_with_gender_criteria,prop_with_longitudinal_criteria,prop_with_race_criteria,prop_with_required_comparator_concepts,prop_with_required_domain,prop_with_required_outcome_concepts,prop_with_required_target_concepts,prop_meas_records_with_values,prop_with_procedure_criteria,prop_with_observation_criteria,prop_with_death_criteria
62,DPP4I main_SGLT2I main_Abnormal weight gain,Keck_Upgraded_OMOP_v5_NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,AUSOM_20220228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,RED_CDM_Tufts_20221005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,CUIMC_20221214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,JHM_OMOP_20230406,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,pmtx_202203_20220831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,ktph_sg_NA,3,0,0,0,0,NA,0,0,0,0,0,0,1,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,TMUCRD_20210406,3,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,premier_2326_20230125,3,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,0,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,cdm_cds,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,ccpp_v54_20210101,6,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,HKU-THIN,6,0,-12724481,1,0,NA,0,0,0,0,1,0,1,1,NA,NA,1,NA
62,DPP4I main_SGLT2I main_Abnormal weight gain,omop_20190828,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,US_OPEN_CLAIMS_20230313,0,1860554,14070770,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,truven_ccae_2324_20230201,0,626883,1477240,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,optum_extended_dod_2323_20230201,0,440429,1319840,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,optum_extended_ses_2327_20230204,0,440428,1319840,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,optum_ehr_2247_20221205,0,437257,1565820,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,US_PharMetrics_Plus_20230330,0,424902,1455410,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,truven_mdcr_2322_20230127,0,388236,481750,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,Japan_Claims_20230215,0,54486,183860,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,truven_mdcd_2359_20230215,0,53891,249690,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,US_Hospital_20230130,0,49058,333060,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,UK_IMRD_THIN_20221230,0,45878,86730,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,jmdc_2325_20230126,0,45527,186980,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,IQVIA_Germany_DA_20230124,0,20842,168770,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,UK_IMRD_EMIS_20230215,0,11914,28020,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,LPD_Italy_20221226,0,9504,34560,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,France_LPD_20230118,0,8034,69870,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,LPD_Spain_20220704,0,4649,19530,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,IQVIA_France_DA_20230201,0,3246,35460,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,IQVIA_Belgium_LPD_20221006,0,562,5210,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,Australia_EMR_20230317,0,252,4420,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,Japan_HIS_20220120,0,102,11790,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,premier_2326_20230125,1,6525,914680,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,VA-OMOP_20230411,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,Keck_Upgraded_OMOP_v5_NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,AUSOM_20220228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,RED_CDM_Tufts_20221005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,CUIMC_20221214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,JHM_OMOP_20230406,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,pmtx_202203_20220831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,Klinicki_centar_Crne_Gore_20230101,3,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,0,NA
63,DPP4I main_SU main_Abnormal weight gain,ktph_sg_NA,3,0,0,0,0,NA,0,0,0,0,0,0,1,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,TMUCRD_20210406,3,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,cdm_cds,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,ccpp_v54_20210101,6,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,HKU-THIN,6,0,-12724481,1,0,NA,0,0,0,0,1,0,1,1,NA,NA,1,NA
63,DPP4I main_SU main_Abnormal weight gain,omop_20190828,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,US_OPEN_CLAIMS_20230313,0,1744195,13190780,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,US_PharMetrics_Plus_20230330,0,469120,1606870,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,truven_ccae_2324_20230201,0,397219,936040,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,optum_extended_ses_2327_20230204,0,318325,953930,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,optum_extended_dod_2323_20230201,0,318322,953920,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,optum_ehr_2247_20221205,0,255177,913790,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,truven_mdcr_2322_20230127,0,120964,150100,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,truven_mdcd_2359_20230215,0,36976,171320,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,UK_IMRD_THIN_20221230,0,32738,61890,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,IQVIA_Germany_DA_20230124,0,15574,126110,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,UK_IMRD_EMIS_20230215,0,12688,29840,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,Japan_Claims_20230215,0,9462,31930,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,jmdc_2325_20230126,0,7417,30460,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,LPD_Italy_20221226,0,4353,15830,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,LPD_Spain_20220704,0,2864,12030,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,France_LPD_20230118,0,2448,21290,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,US_Hospital_20230130,0,2062,14000,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,IQVIA_Belgium_LPD_20221006,0,701,6490,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,Australia_EMR_20230317,0,359,6300,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,IQVIA_France_DA_20230201,0,286,3130,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,Japan_HIS_20220120,0,25,2830,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,VA-OMOP_20230411,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,Keck_Upgraded_OMOP_v5_NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,AUSOM_20220228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,RED_CDM_Tufts_20221005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,CUIMC_20221214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,JHM_OMOP_20230406,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,pmtx_202203_20220831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,Klinicki_centar_Crne_Gore_20230101,3,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,ktph_sg_NA,3,0,0,0,0,NA,0,0,0,0,0,0,1,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,TMUCRD_20210406,3,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,cdm_cds,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,premier_2326_20230125,4,0,0,0,0,0,0,0,1,0,1,0,0,1,NA,NA,0,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,ccpp_v54_20210101,6,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,HKU-THIN,6,0,-12724481,1,0,NA,0,0,0,0,1,0,1,1,NA,NA,1,NA
64,GLP1RA main_SGLT2I main_Abnormal weight gain,omop_20190828,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,US_OPEN_CLAIMS_20230313,0,2564982,19398130,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,truven_ccae_2324_20230201,0,772045,1819310,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,US_PharMetrics_Plus_20230330,0,657533,2252240,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,optum_extended_dod_2323_20230201,0,478708,1434550,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,optum_extended_ses_2327_20230204,0,478700,1434530,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,optum_ehr_2247_20221205,0,370449,1326580,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,truven_mdcr_2322_20230127,0,193421,240010,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,truven_mdcd_2359_20230215,0,58097,269180,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,UK_IMRD_THIN_20221230,0,32738,61890,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,IQVIA_Germany_DA_20230124,0,15574,126110,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,UK_IMRD_EMIS_20230215,0,11914,28020,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,Japan_Claims_20230215,0,9462,31930,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,France_LPD_20230118,0,8034,69870,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,jmdc_2325_20230126,0,7417,30460,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,LPD_Italy_20221226,0,5063,18410,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,LPD_Spain_20220704,0,2864,12030,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,IQVIA_France_DA_20230201,0,2283,24940,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,US_Hospital_20230130,0,2062,14000,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,IQVIA_Belgium_LPD_20221006,0,562,5210,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,Australia_EMR_20230317,0,252,4420,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,Japan_HIS_20220120,0,25,2830,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,VA-OMOP_20230411,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,Keck_Upgraded_OMOP_v5_NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,AUSOM_20220228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,RED_CDM_Tufts_20221005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,CUIMC_20221214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,JHM_OMOP_20230406,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,pmtx_202203_20220831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,ktph_sg_NA,3,0,0,0,0,NA,0,0,0,0,0,0,1,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,TMUCRD_20210406,3,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,premier_2326_20230125,3,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,cdm_cds,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,Klinicki_centar_Crne_Gore_20230101,4,0,0,0,0,0,0,0,0,0,1,0,1,1,NA,NA,0,NA
65,GLP1RA main_SU main_Abnormal weight gain,ccpp_v54_20210101,6,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,HKU-THIN,6,0,-12724481,1,0,NA,0,0,0,0,1,0,1,1,NA,NA,1,NA
65,GLP1RA main_SU main_Abnormal weight gain,omop_20190828,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,US_OPEN_CLAIMS_20230313,0,1744195,13190780,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,US_PharMetrics_Plus_20230330,0,469120,1606870,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,truven_ccae_2324_20230201,0,397219,936040,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,optum_extended_ses_2327_20230204,0,318325,953930,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,optum_extended_dod_2323_20230201,0,318322,953920,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,optum_ehr_2247_20221205,0,255177,913790,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,truven_mdcr_2322_20230127,0,120964,150100,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,jmdc_2325_20230126,0,45527,186980,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,UK_IMRD_THIN_20221230,0,40372,76320,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,Japan_Claims_20230215,0,38110,128600,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,truven_mdcd_2359_20230215,0,36976,171320,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,IQVIA_Germany_DA_20230124,0,20842,168770,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,UK_IMRD_EMIS_20230215,0,11914,28020,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,US_Hospital_20230130,0,4675,31740,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,LPD_Spain_20220704,0,4649,19530,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,LPD_Italy_20221226,0,4353,15830,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,France_LPD_20230118,0,2448,21290,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,IQVIA_Belgium_LPD_20221006,0,562,5210,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,IQVIA_France_DA_20230201,0,286,3130,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,Australia_EMR_20230317,0,252,4420,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,Japan_HIS_20220120,0,64,7370,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,VA-OMOP_20230411,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,Keck_Upgraded_OMOP_v5_NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,AUSOM_20220228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,RED_CDM_Tufts_20221005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,CUIMC_20221214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,JHM_OMOP_20230406,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,pmtx_202203_20220831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,Klinicki_centar_Crne_Gore_20230101,3,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,ktph_sg_NA,3,0,0,0,0,NA,0,0,0,0,0,0,1,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,TMUCRD_20210406,3,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,premier_2326_20230125,3,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,0,NA
66,SGLT2I main_SU main_Abnormal weight gain,cdm_cds,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,ccpp_v54_20210101,6,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,HKU-THIN,6,0,-12724481,1,0,NA,0,0,0,0,1,0,1,1,NA,NA,1,NA
66,SGLT2I main_SU main_Abnormal weight gain,omop_20190828,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,NA,1,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,US_OPEN_CLAIMS_20230313,0,1860554,14070770,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,truven_ccae_2324_20230201,0,626883,1477240,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,optum_extended_dod_2323_20230201,0,440429,1319840,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,optum_extended_ses_2327_20230204,0,440428,1319840,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,US_PharMetrics_Plus_20230330,0,424902,1455410,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,optum_ehr_2247_20221205,0,370449,1326580,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,truven_mdcr_2322_20230127,0,193421,240010,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,truven_mdcd_2359_20230215,0,53891,249690,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,UK_IMRD_THIN_20221230,0,32738,61890,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,IQVIA_Germany_DA_20230124,0,15574,126110,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,UK_IMRD_EMIS_20230215,0,12688,29840,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,Japan_Claims_20230215,0,9462,31930,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,France_LPD_20230118,0,8663,75340,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,jmdc_2325_20230126,0,7417,30460,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,LPD_Italy_20221226,0,5063,18410,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,LPD_Spain_20220704,0,2864,12030,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
67,DPP4I main_GLP1RA main_Abnormal weight loss,IQVIA_France_DA_20230201,0,2283,24940,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA
